2024-11-12 21:05:33 +0200 Markos Karampatsis <marka@central.ntua.gr> 99cfcff search
2024-11-12 14:10:24 +0200 Markos Karampatsis <marka@central.ntua.gr> e3e299d search
2024-11-11 11:28:00 +0000 Ubuntu <cloudadmin@MIN09RG14PVM01.0rgkt3djqtleta5k0a43cxkfka.ax.internal.cloudapp.net> 99e326a enviroment
2024-11-11 11:19:31 +0000 Ubuntu <cloudadmin@MIN09RG14PVM01.0rgkt3djqtleta5k0a43cxkfka.ax.internal.cloudapp.net> 6ff973e enviroment
2024-11-11 13:15:52 +0200 Markos Karampatsis <marka@central.ntua.gr> 1df4890 search
2024-11-11 00:54:09 +0200 Markos Karampatsis <marka@central.ntua.gr> d3fee8b search
2024-11-06 15:14:58 +0200 Markos Karampatsis <marka@central.ntua.gr> 4eebe31 search
2024-11-05 15:26:30 +0200 Markos Karampatsis <marka@central.ntua.gr> ecd7eb4 search
2024-11-02 23:27:05 +0200 Markos Karampatsis <marka@central.ntua.gr> 2b72d1a search
2024-10-23 00:49:14 +0300 Markos Karampatsis <marka@central.ntua.gr> 33e027c search
2024-10-23 00:39:05 +0300 Markos Karampatsis <marka@central.ntua.gr> 4ca9a5e search
2024-10-21 23:45:44 +0300 Markos Karampatsis <marka@central.ntua.gr> b219577 elastic
2024-10-16 23:24:58 +0300 Markos Karampatsis <marka@central.ntua.gr> 4766435 search
2024-10-09 12:18:26 +0300 Markos Karampatsis <marka@central.ntua.gr> 157b4d9 initial
2024-10-09 11:01:03 +0300 Markos Karampatsis <marka@central.ntua.gr> e827c1d Initial-commit
